name,barkband_1,barkband_2,barkband_3,barkband_4,barkband_5,barkband_6,barkband_7,barkband_8,barkband_9,barkband_10,barkband_11,barkband_12,barkband_13,barkband_14,barkband_15,barkband_16,barkband_17,barkband_18,barkband_19,barkband_20,barkband_21,barkband_22,barkband_23,barkband_24,barkband_25,barkband_26,barkband_27,barkbands_kurtosis,barkbands_skewness,barkbands_spread,hfc,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch,pitch_instantaneous_confidence,pitch_salience,silence_rate_20dB,silence_rate_30dB,silence_rate_60dB,spectral_complexity,spectral_crest,spectral_decrease,spectral_energy,spectral_energyband_low,spectral_energyband_middle_low,spectral_energyband_middle_high,spectral_energyband_high,spectral_flatness_db,spectral_flux,spectral_rms,spectral_rolloff,spectral_strongpeak,zerocrossingrate,inharmonicity,tristimulus_1,tristimulus_2,tristimulus_3,oddtoevenharmonicenergyratio,dissonance,sccoeff_1,sccoeff_2,sccoeff_3,sccoeff_4,sccoeff_5,sccoeff_6,scvalley_1,scvalley_2,scvalley_3,scvalley_4,scvalley_5,scvalley_6,spectral_centroid,spectral_kurtosis,spectral_skewness,spectral_spread,label
file_6_onset_11,0.495463550091,0.687487542629,0.830862939358,1.0,1.0,0.301858395338,0.0237497277558,0.845255970955,0.178454130888,0.0872519388795,0.0600189045072,0.0680210366845,0.338686585426,0.332087397575,0.359708815813,0.580018341541,0.377043038607,0.797380626202,0.210414499044,0.345248490572,0.819572508335,0.677359879017,1.0,0.610798835754,0.29156640172,0.763417840004,0.382843524218,0.948641002178,1.0,0.138435795903,0.541930019855,1.0153696537,0.915597736835,0.365108281374,0.689888119698,-0.440997332335,0.896363437176,-2.66379404068,-1.30174815655,0.00840566121042,-0.367121577263,-4.45954751968,-2.35807037354,-2.86393404007,0.459861844778,0.866731286049,0.807795464993,1.0,1.0,0.571428596973,0.679536759853,0.965606808662,206.48638916,0.988048195839,0.892372667789,0.989905834198,0.235632747412,0.69611209631,0.835792005062,1.0,1.0,0.208757191896,0.509431600571,0.305624693632,0.172974199057,0.791056990623,0.662107527256,0.449732631445,0.101590260863,0.94373100996,1.14494335651,1.07310211658,1.12007391453,1.06196951866,1.02213847637,1.01003575325,1.0,1.09216141701,1.1238758564,1.00832104683,1.0303529501,1.0,0.219531208277,0.479069530964,0.732234179974,0.6389965415,EP
file_6_onset_12,0.301273852587,0.0334974862635,0.0290446802974,0.058335326612,0.0718505457044,0.0891299322248,0.0339558646083,0.0451827608049,0.103462524712,0.106845356524,0.0601727440953,0.0181744936854,0.0156506728381,0.0209380313754,0.0147765278816,0.028511736542,0.0316446386278,0.047871209681,0.0548465847969,0.0197086185217,0.0240561924875,0.0524529218674,0.0580150075257,0.0349503457546,0.023910285905,0.109279163182,0.0740903988481,0.170064091682,0.363678485155,0.265667885542,0.0875500440598,1.09937489033,0.948470294476,0.302692681551,0.196796447039,-1.20136392117,0.11035014689,-1.98677527905,-0.746182620525,-0.00633125239983,-0.58925396204,-4.18996572495,-2.13693022728,-1.23016774654,0.453790158033,0.576957404613,0.918432533741,1.0,1.0,0.666666686535,0.421171158552,0.617497086525,25.0088863373,0.120849519968,0.0441818386316,0.118392467499,0.102461792529,0.0325755812228,0.66704082489,0.307256281376,0.376186132431,0.388028889894,0.132306650281,0.458768904209,0.405304282904,0.440859228373,0.967475116253,0.600999236107,0.0615410618484,0.985943198204,1.23017990589,1.0845746994,1.08044946194,1.05380499363,1.02113234997,1.03505945206,1.14786958694,1.13867259026,1.15545713902,1.10438001156,1.11631536484,1.0638743639,0.318541556597,0.545869827271,0.783380508423,0.594614207745,EP
file_6_onset_13,0.38059335947,0.153759136796,0.186649292707,0.0998339802027,0.0484793633223,0.00827760621905,0.00753529882059,0.0373263657093,0.00262312917039,0.00245755375363,0.00319844484329,0.00553085980937,0.014828806743,0.00190560810734,0.00125676440075,0.00426667509601,0.0109994104132,0.0156503282487,0.0120385549963,0.00380978616886,0.0134111279622,0.0194400884211,0.0368560068309,0.0256055183709,0.00583515083417,0.0359257087111,0.0289590582252,0.507550954819,0.614839494228,0.180465847254,0.0276908054948,1.1959233284,0.900055885315,0.773923277855,0.508608043194,0.0220062863082,0.679514288902,-0.549088060856,-0.146786212921,-0.0600804500282,-0.348255097866,-1.82331037521,-0.692794263363,-1.09128451347,0.354697465897,0.822039723396,0.797090351582,1.0,1.0,0.800000011921,0.178378388286,0.707324385643,16.7940597534,0.0794770568609,0.171945676208,0.0605229176581,0.00564408395439,0.0154636902735,0.807259142399,0.276932865381,0.280267357826,0.185758516192,0.0839407220483,0.37630662322,0.202139183879,0.634079635143,0.831995308399,0.484779298306,0.0157180111855,0.945267856121,1.28721141815,1.10386884212,1.19251227379,1.05778205395,1.04016494751,1.06438171864,1.17126560211,1.25899851322,1.2594230175,1.22343230247,1.19939911366,1.10883653164,0.202455833554,0.482229977846,0.772920906544,0.656452059746,EP
file_6_onset_14,0.0670813471079,0.204824432731,0.315103411674,0.217170640826,0.0630539283156,0.0156048294157,0.0165184792131,0.179289206862,0.0180753637105,0.00092565495288,0.0083523131907,0.00377753167413,0.0145556088537,0.00522020319477,0.00476890802383,0.0155159542337,0.00958097353578,0.0281774513423,0.0248928628862,0.00894154980779,0.0175514966249,0.0302339009941,0.012173649855,0.00993760675192,0.0121029773727,0.0389560759068,0.0391844660044,0.65606534481,0.726206660271,0.117513984442,0.0513872504234,1.17682862282,0.948197603226,0.799988090992,0.808430075645,0.0257430039346,0.152130335569,-1.34685206413,-1.11717534065,0.00702505046502,-0.274105966091,-0.122579850256,-0.523194372654,-1.21475708485,0.397077143192,0.668075978756,0.824646055698,1.0,1.0,0.666666686535,0.297297298908,0.728594958782,28.9165763855,0.137046143413,0.312767952681,0.112746924162,0.00735164387152,0.0172151774168,0.912789404392,0.338163554668,0.385403215885,0.191950470209,0.178704068065,0.246225312352,0.272471189499,0.583716928959,0.903494238853,0.479155957699,0.0140708032995,0.953240275383,1.32432591915,1.12120211124,1.20543813705,1.07615661621,1.03614449501,1.05742192268,1.07731962204,1.19262778759,1.29001700878,1.19206929207,1.17896652222,1.10762178898,0.188697904348,0.682463407516,0.880198955536,0.579058349133,EP
file_6_onset_15,0.109858512878,0.0191955193877,0.0161368008703,0.093752361834,0.284125298262,1.0,0.89237344265,1.0,0.338941574097,0.221645742655,0.662031114101,1.0,1.0,1.0,1.0,0.757795274258,0.372555911541,0.910054266453,1.0,1.0,1.0,1.0,0.64377784729,1.0,1.0,1.0,0.535415232182,0.26717159152,0.540194034576,0.220383569598,1.0,1.0,0.885577023029,-0.104996189475,-0.0678227469325,-2.3726811409,-0.389230698347,-2.76067447662,-2.84673333168,-1.30981850624,-0.818869352341,-3.73646950722,-0.97689563036,0.0404030196369,0.698375940323,0.817423760891,0.978759407997,1.0,0.818181812763,0.636363625526,1.0,0.715815126896,203.74458313,1.0,0.0361803919077,1.0,0.896783590317,1.0,0.696143865585,0.809629142284,0.918422520161,0.446946263313,0.88275462389,0.433956295252,0.214834079146,0.688884437084,0.661276161671,0.583118081093,0.0222866460681,0.934557914734,1.02426469326,1.02395403385,1.16352152824,1.03197550774,1.00988268852,1.0,1.22753226757,1.0,1.0,1.0,1.0,1.01487267017,0.365731984377,0.378045678139,0.650070011616,0.558073580265,EP
file_6_onset_16,0.11272456497,0.109930358827,0.100944653153,0.0593558624387,0.0127788577229,0.00897218473256,0.0119545320049,0.0206655282527,0.00218925508671,0.00163934577722,0.0124100008979,0.00848995242268,0.0135276252404,0.00429859338328,0.0029209444765,0.0106852455065,0.0220611263067,0.0451184250414,0.0203198343515,0.0178426597267,0.0316450484097,0.021971989423,0.0254861302674,0.0476007275283,0.00809870660305,0.156738832593,0.0568138323724,0.374847650528,0.565876245499,0.215002402663,0.0214070044458,1.18527603149,0.88047593832,0.555974960327,0.46329253912,-0.238879770041,0.320251524448,1.0,-1.06813788414,-0.628666520119,-0.621844828129,-2.72238516808,0.664945304394,0.398020595312,0.539152503014,0.79505854845,0.789441823959,1.0,1.0,1.0,0.222972974181,0.568559288979,9.13389778137,0.0435678511858,0.100009940565,0.031644474715,0.00943950470537,0.030585354194,0.699066579342,0.192157313228,0.231463268399,0.260061919689,0.136264234781,0.369337975979,0.476201146841,0.63924241066,0.848330080509,0.46186825633,0.0385244823992,0.979361653328,1.34852266312,1.02305328846,1.2081592083,1.07085907459,1.03627955914,1.04973936081,1.17968726158,1.27662432194,1.23100817204,1.193354249,1.16718888283,1.12623333931,0.279400318861,0.504650771618,0.73151832819,0.616810023785,EP
file_6_onset_17,0.242308273911,0.853568911552,0.885776460171,0.695889770985,0.587184667587,0.339795380831,0.0217469837517,0.744925916195,0.257190942764,0.0186326652765,0.0199831072241,0.0484852083027,0.360715597868,0.0436942093074,0.0210004206747,0.137164786458,0.141849964857,0.210298240185,0.180978387594,0.133717909455,0.134209260345,0.193123936653,0.113975726068,0.133612394333,0.0489902310073,0.241243928671,0.135186240077,0.543093919754,0.617581367493,0.121082931757,0.334267795086,1.12440049648,1.0,0.64196395874,0.700184285641,-0.445978134871,-0.0503565333784,-0.907301187515,-1.14842712879,-0.213126480579,-0.183115690947,-2.13925218582,-1.30577349663,-2.05039978027,0.48682436347,0.750567376614,0.846536338329,1.0,1.0,0.714285731316,0.46718147397,0.73675185442,151.706466675,0.722476005554,0.863582491875,0.697954416275,0.0817621350288,0.152197271585,0.894569337368,0.861996054649,0.683010935783,0.217602834105,0.300485610962,0.305624693632,0.356534212828,0.677031993866,0.915350437164,0.346319794655,0.172895073891,0.906465053558,1.25449991226,1.10227322578,1.14373970032,1.06155860424,1.0325922966,1.05519413948,1.0498868227,1.13293266296,1.23936986923,1.14050078392,1.12522304058,1.08806538582,0.191863849759,0.746164858341,0.906003475189,0.523806631565,EP
file_6_onset_18,0.0985508859158,0.00387908401899,0.00813825707883,0.0153857050464,0.0184974521399,0.0126479379833,0.00408947234973,0.114249259233,0.192279040813,0.0459953099489,0.0105144493282,0.00561591470614,0.00136984442361,0.000536102277692,0.00623037293553,0.0801477357745,0.0337748341262,0.211391940713,0.228937298059,0.119432047009,0.0443924330175,0.0270784012973,0.0236576963216,0.0326051823795,0.0200043395162,0.108107201755,0.149289801717,0.187917292118,0.405939012766,0.267902910709,0.0529775992036,1.11503469944,0.85444444418,0.225354731083,0.845042526722,-1.93360197544,-2.34915876389,-1.56451189518,1.0,1.0,0.12109991163,-8.19088935852,-2.81526589394,-1.77662324905,0.998756289482,0.841660141945,0.970750749111,1.0,1.0,1.0,0.371621638536,0.720121204853,9.82911968231,0.0484974011779,0.0106612611562,0.0480421632528,0.0416234768927,0.0478977374732,0.661088883877,0.284417897463,0.283369213343,0.439628481865,0.148742422462,0.334494769573,0.627223014832,0.862513005733,0.723334789276,0.29625466466,0.0115415053442,0.929381787777,1.27713549137,1.12568366528,1.00998961926,1.0,1.04609262943,1.04037928581,1.15301191807,1.12036526203,1.20520961285,1.18916916847,1.03964233398,1.06880831718,0.436688005924,0.372006684542,0.607359707355,0.598104953766,EP
file_6_onset_19,0.146380797029,0.00501774391159,0.000587981310673,0.00241730175912,0.00299162394367,0.00352343940176,0.00122610747349,0.0143007393926,0.013607179746,0.00746050244197,0.00331662269309,0.0039692488499,0.0258073173463,0.0481994263828,0.0561331249774,0.0310994219035,0.0157202444971,0.0614643357694,0.123898237944,0.0406142361462,0.0186644494534,0.0215507484972,0.0148084806278,0.0209633149207,0.0249848030508,0.0677064433694,0.0689607337117,0.0642198249698,0.248458489776,0.507456541061,0.0179391801357,1.16977190971,0.755419850349,0.0328885056078,0.31199285388,-0.450642704964,-0.799250841141,-0.462965369225,-1.45574021339,0.457399606705,0.288225233555,-3.0901465416,-1.96126878262,-1.91228985786,1.0,0.756455004215,0.86424779892,1.0,1.0,1.0,0.0,0.514060974121,2.15692424774,0.0109826531261,0.00327159371227,0.00660123303533,0.0240667127073,0.0274292007089,0.483857572079,0.141559004784,0.13665099442,0.602683186531,0.0155270183459,0.487804889679,0.326223611832,0.641962230206,0.863796114922,0.442988812923,0.020939014852,0.987820744514,1.27764177322,1.1851940155,1.13057482243,1.07374441624,1.03764081001,1.05396640301,1.30693352222,1.22245979309,1.26585078239,1.12236213684,1.10406577587,1.09995651245,0.602893948555,0.367593020201,0.592406749725,0.637603700161,EP
file_6_onset_20,0.138335645199,0.270697295666,0.303225189447,0.163237795234,0.0597348362207,0.00791065581143,0.0142866894603,0.0815447792411,0.00458952551708,0.00102165038697,0.00224151764996,0.00494193099439,0.0181351583451,0.00329483160749,0.00149671162944,0.0138408672065,0.0250094905496,0.067549623549,0.0188922714442,0.0112803084776,0.0145195005462,0.0194617025554,0.0289650931954,0.0279407743365,0.0148045606911,0.0389219336212,0.028583727777,0.625601947308,0.777628183365,0.204171270132,0.0406175777316,1.19143271446,0.821681320667,0.634953022003,0.842779457569,0.722283959389,0.307328820229,-1.01642096043,-0.59202927351,-0.0377700962126,-0.0291200708598,0.503229796886,0.378506034613,-1.29342710972,0.376938074827,0.724771797657,0.771507740021,1.0,1.0,0.666666686535,0.148648649454,0.69519841671,24.7077789307,0.116921931505,0.276362806559,0.0876145884395,0.00610171398148,0.0174333751202,0.751368165016,0.359661817551,0.297330647707,0.191950470209,0.142983555794,0.351916372776,0.197181433439,0.639623463154,0.80608934164,0.503299057484,0.0182175897062,0.941482186317,1.28324866295,1.13239312172,1.19931030273,1.07636868954,1.03086459637,1.08458399773,1.19079816341,1.25840115547,1.33346188068,1.18146252632,1.1690942049,1.08432853222,0.254779279232,0.51479279995,0.743859410286,0.765020608902,EP
