name,barkband_1,barkband_2,barkband_3,barkband_4,barkband_5,barkband_6,barkband_7,barkband_8,barkband_9,barkband_10,barkband_11,barkband_12,barkband_13,barkband_14,barkband_15,barkband_16,barkband_17,barkband_18,barkband_19,barkband_20,barkband_21,barkband_22,barkband_23,barkband_24,barkband_25,barkband_26,barkband_27,barkbands_kurtosis,barkbands_skewness,barkbands_spread,hfc,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch,pitch_instantaneous_confidence,pitch_salience,silence_rate_20dB,silence_rate_30dB,silence_rate_60dB,spectral_complexity,spectral_crest,spectral_decrease,spectral_energy,spectral_energyband_low,spectral_energyband_middle_low,spectral_energyband_middle_high,spectral_energyband_high,spectral_flatness_db,spectral_flux,spectral_rms,spectral_rolloff,spectral_strongpeak,zerocrossingrate,inharmonicity,tristimulus_1,tristimulus_2,tristimulus_3,oddtoevenharmonicenergyratio,dissonance,sccoeff_1,sccoeff_2,sccoeff_3,sccoeff_4,sccoeff_5,sccoeff_6,scvalley_1,scvalley_2,scvalley_3,scvalley_4,scvalley_5,scvalley_6,spectral_centroid,spectral_kurtosis,spectral_skewness,spectral_spread,label
file_6_onset_1,0.565221846104,0.457315325737,0.378011375666,0.369789689779,0.574392318726,0.372194230556,0.0559406094253,0.151393845677,0.111840330064,0.0322680510581,0.0291478931904,0.109697140753,0.0918915644288,0.0552459582686,0.0772188231349,1.0,1.0,0.542560994625,0.231034323573,0.0984272733331,0.257419288158,0.384065061808,0.163440182805,0.159640565515,0.262926638126,0.901790142059,0.548906505108,0.511592686176,0.679049551487,0.22262327373,0.324742972851,1.1802662611,0.829662024975,0.516781747341,0.62445050478,-0.0360191948712,-0.061075296253,-0.888126552105,-0.576345682144,-0.233589038253,-0.767929315567,-3.52724409103,-0.722358703613,-0.62556129694,0.471867024899,0.792571783066,0.770800232887,1.0,1.0,0.888888895512,0.313813835382,0.98289591074,120.707801819,0.578020811081,0.394139915705,0.593916237354,0.124769791961,0.256335258484,0.736400842667,0.518801093102,0.452589392662,0.207774341106,0.171038642526,0.363917917013,0.280037730932,0.612924337387,0.798723638058,0.545249462128,0.0384002774954,0.961506783962,1.25798106194,1.1024800539,1.18480193615,1.06578183174,1.02860379219,1.06966233253,1.2113339901,1.26242029667,1.2606408596,1.1964315176,1.16097784042,1.11141705513,0.278714120388,0.532814383507,0.749452054501,0.674632906914,EP
file_6_onset_2,0.106861300766,0.317089140415,0.36998835206,0.32303416729,0.168651565909,0.026253271848,0.0243968367577,0.264866471291,0.0380465462804,0.00938533153385,0.00880140811205,0.0183928608894,0.0763792172074,0.0134934782982,0.0203742887825,0.064267963171,0.0507145412266,0.132338151336,0.0565359182656,0.0474958904088,0.177724391222,0.159028097987,0.211994186044,0.161143571138,0.0645502433181,0.334692209959,0.131573602557,1.0,0.912333786488,0.147833868861,0.110492959619,1.14736533165,0.862578868866,0.707943797112,0.866582870483,-0.254237115383,0.561468482018,-1.10635769367,-1.12739658356,-0.15492631495,-0.33528137207,-0.755151629448,-0.626525998116,-1.79315626621,0.424453318119,0.76648247242,0.798289418221,1.0,1.0,0.571428596973,0.169884189963,0.739375412464,49.086479187,0.23389287293,0.374583393335,0.211495056748,0.0279773361981,0.15076328814,0.818952620029,0.494928926229,0.439846247435,0.214064568281,0.218591570854,0.287705332041,0.254339784384,0.796239316463,0.704074144363,0.401355922222,0.3241776824,0.961821854115,1.24911952019,1.14070153236,1.19613730907,1.06195092201,1.03131532669,1.05340099335,1.11407256126,1.18941831589,1.26690900326,1.18038642406,1.13825917244,1.05978953838,0.216629400849,0.455479741096,0.728342413902,0.729488968849,EP
file_6_onset_3,0.347455888987,0.0127557767555,0.010233017616,0.21025878191,0.565057754517,0.281050741673,0.0711020976305,0.445049583912,1.0,1.0,0.644510865211,0.0951821058989,0.0288862138987,0.0833069086075,0.0386076271534,0.1434237957,0.122973501682,0.124221868813,0.285182565451,0.158441066742,0.0485352948308,0.227625668049,0.186131536961,0.0728791505098,0.129116863012,0.614222824574,0.277895629406,0.0510699674487,0.151442140341,0.30544924736,0.571707427502,1.11390185356,0.970830738544,0.241449147463,-0.0488955304027,-1.68673872948,-0.623784303665,-0.552862167358,-0.0659563615918,0.188313752413,-0.6649056077,-5.23300075531,-3.61440873146,-2.10900378227,0.716212332249,0.772718966007,0.816139519215,1.0,1.0,0.75,0.507882893085,0.699320375919,142.838150024,0.694092571735,0.057123105973,0.674494862556,0.86812800169,0.12540794909,0.76912021637,0.689510583878,0.595369458199,0.491228073835,0.342248618603,0.455865263939,0.352687239647,0.480155587196,0.852479100227,0.664152085781,0.0821261033416,0.944416642189,1.10053515434,1.14040708542,1.0,1.06056046486,1.02051591873,1.05051720142,1.24708759785,1.13331604004,1.14872610569,1.12135338783,1.12395453453,1.07818281651,0.35460999608,0.84170037508,0.93892711401,0.53655153513,EP
file_6_onset_4,0.248906567693,0.354580760002,0.428171008825,0.336447805166,0.314625859261,0.0580944083631,0.0115481531247,0.358876436949,0.125544935465,0.00519169541076,0.0132947023958,0.0225696824491,0.0378880798817,0.0365014113486,0.0172536317259,0.123646833003,0.118191696703,0.167996317148,0.31507819891,0.0779152661562,0.0811717286706,0.0918241664767,0.0964572653174,0.0696977227926,0.0822474360466,0.102867156267,0.0752247422934,0.630144655704,0.76656216383,0.192824229598,0.146965682507,1.18356800079,0.82188731432,0.622724533081,0.799798548222,-0.182100519538,-0.086614176631,-0.532090187073,-0.801676809788,-0.184597864747,0.0395087301731,-1.40425777435,-1.44718778133,-1.32438063622,0.458818763494,0.819750905037,0.787468373775,1.0,1.0,0.928571403027,0.212355226278,0.892087936401,69.0671768188,0.32864010334,0.407929956913,0.314975619316,0.031852055341,0.0795709341764,0.743267714977,0.44857198,0.377183020115,0.201680675149,0.200878158212,0.351916372776,0.264266371727,0.706382930279,0.783931553364,0.438676297665,0.0744103714824,0.953022301197,1.29113519192,1.14014256001,1.19135785103,1.07427501678,1.0258153677,1.08725714684,1.17086243629,1.23519611359,1.29604792595,1.20146822929,1.15770983696,1.07471907139,0.252709776163,0.410419493914,0.690394282341,0.758957087994,EP
file_6_onset_5,0.422167032957,0.00895097199827,0.000297594029689,0.00558955548331,0.00853921473026,0.0035811252892,0.00540281739086,0.0558473169804,0.0846795290709,0.00490260776132,0.00122925208416,0.00243716384284,0.00500679854304,0.00319204805419,0.00276607787237,0.0120171802118,0.00949562340975,0.0328860208392,0.0642822980881,0.0180623289198,0.017335113138,0.00700235879049,0.0719511285424,0.0175448451191,0.0362186916173,0.068768016994,0.0700847581029,0.240110963583,0.516436874866,0.431522279978,0.0197367928922,1.19354808331,0.751613736153,0.319675475359,0.336899548769,-0.892868220806,-0.60107833147,-1.00964963436,-0.833349406719,0.254658609629,0.845953345299,0.517638027668,0.550541162491,-1.68612885475,0.575435161591,0.681634843349,0.698046088219,1.0,1.0,1.0,0.0891891941428,1.0,4.53392982483,0.0221173837781,0.00665556872264,0.0215242709965,0.0052640940994,0.0202286615968,0.601624548435,0.172403290868,0.16877040267,0.321981430054,0.051623057574,0.334494769573,0.421648859978,0.462868392467,0.803497076035,0.735196590424,0.0613667070866,0.97891497612,1.28940713406,1.17332708836,1.12477755547,1.09009444714,1.03988575935,1.08378100395,1.34018051624,1.19982898235,1.31366837025,1.16881263256,1.14455652237,1.07261383533,0.505527079105,0.415154993534,0.656902492046,0.863743543625,EP
file_6_onset_6,1.0,1.0,1.0,0.823267161846,0.631108641624,0.259016513824,0.0956443622708,0.670130848885,0.0739550217986,0.0174280330539,0.0701270028949,0.0371117182076,0.190754160285,0.0519201159477,0.0223630294204,0.233379766345,0.151863068342,0.777128517628,0.189647942781,0.176101535559,0.369978606701,0.238280028105,0.675425231457,0.34508779645,0.167346641421,0.822959423065,0.279631704092,0.841068089008,0.876796007156,0.14302355051,0.358960598707,1.086409688,0.871545016766,0.658258497715,0.972025156021,0.0608911253512,0.595514595509,-0.884813010693,-0.682232320309,-0.230984315276,-0.414316654205,-0.0767922475934,0.857699632645,-1.81327676773,0.416685849428,0.827584564686,0.775863051414,1.0,1.0,0.5,0.346846848726,0.804701507092,162.848144531,0.775546371937,1.0,0.731850504875,0.0845254287124,0.326775223017,0.849203109741,0.967798650265,0.860861778259,0.144478842616,0.230832234025,0.334494769573,0.174224004149,0.884759962559,0.560374140739,0.429134011269,0.0207656361163,0.919145405293,1.20347571373,1.12198853493,1.20278787613,1.04822134972,1.03655707836,1.04897236824,1.0525778532,1.11381542683,1.21660041809,1.12222599983,1.07101345062,1.0200073719,0.192360296845,0.37486410141,0.691798090935,0.749947786331,EP
file_6_onset_7,0.327335566282,0.0742064788938,0.179668590426,0.121259152889,0.0744193345308,0.0746720656753,0.0196173768491,0.120823144913,0.0629849433899,0.0369137823582,0.0277107730508,0.0100905196741,0.013111943379,0.0318644791842,0.0117915458977,0.0385904572904,0.0138178132474,0.0647783577442,0.056825067848,0.022336807102,0.0197768900543,0.0261901374906,0.0639918744564,0.00866864342242,0.0375960245728,0.0456151664257,0.0511705167592,0.656662106514,0.62452185154,0.1322696805,0.0704767778516,1.16435217857,0.940819680691,0.711246430874,0.789682388306,-0.493185698986,-0.392475754023,-2.01862764359,-1.14421355724,0.000388463580748,-0.53364533186,-3.88723158836,-1.44289207458,-1.5814627409,0.528560101986,0.746093153954,0.830428421497,1.0,1.0,0.818181812763,0.378378391266,0.808313906193,27.7573814392,0.132692202926,0.165466532111,0.121739193797,0.0422550328076,0.0233943406492,0.924988806248,0.304541289806,0.388273626566,0.218406975269,0.164988562465,0.243268936872,0.197715774179,0.811464548111,0.726416528225,0.359427124262,0.0258588436991,0.925911426544,1.26095116138,1.09724843502,1.12659871578,1.06931436062,1.03831017017,1.05601382256,1.11334311962,1.20414423943,1.27895689011,1.18958985806,1.15458750725,1.10860514641,0.21311815083,0.671107530594,0.869994997978,0.55793261528,EP
file_6_onset_8,0.504758894444,0.00924061145633,0.0076403580606,0.161472380161,0.280138939619,0.108721733093,0.0681373849511,0.323618739843,0.400787621737,0.408035963774,0.266242355108,0.132251515985,0.0416597947478,0.286064833403,0.10697286576,0.268162637949,0.0392284207046,0.247501075268,0.197749644518,0.0832436308265,0.0454244613647,0.0754270851612,0.168291822076,0.020732300356,0.1171303913,0.10784330219,0.106701500714,0.0310224536806,0.150177493691,0.341402083635,0.292149692774,1.11960244179,0.988343656063,0.0589106567204,-0.210227504373,-1.32231998444,-0.596890151501,-0.537791609764,-1.04646861553,0.00664838869125,-0.224595218897,-5.64402627945,-2.81132435799,-1.27511203289,0.633114516735,0.703116476536,0.828016877174,1.0,1.0,0.909090936184,0.5,0.605646491051,72.5898895264,0.352822363377,0.0439109951258,0.341559320688,0.42292329669,0.0655784606934,0.716336786747,0.475931823254,0.467645168304,0.490852802992,0.191499203444,0.398479580879,0.706136822701,0.50228112936,1.0,0.48902747035,0.0366248972714,0.960274279118,1.09651350975,1.12501752377,1.0797368288,1.0346429348,1.01598954201,1.07084584236,1.28751552105,1.14797604084,1.11074388027,1.10649561882,1.13167214394,1.09783411026,0.356026440859,0.723091483116,0.874549269676,0.457712620497,EP
file_6_onset_9,0.0849644765258,0.0210516247898,0.0121440272778,0.00905298627913,0.00500848470256,0.00535393459722,0.00585883948952,0.0231950692832,0.0188937131315,0.00573242129758,0.00824599713087,0.00339228869416,0.00215203897096,0.00500610889867,0.00549012469128,0.00844748783857,0.00353073631413,0.031864438206,0.0175584219396,0.00363740092143,0.00199472019449,0.00797285791487,0.0121281547472,0.00338728609495,0.00597331859171,0.0214492715895,0.0297471322119,0.19011195004,0.432111144066,0.307088971138,0.0106225190684,1.2208789587,0.820095837116,0.378749042749,0.0317646935582,-0.444835454226,-0.420420706272,-1.00085639954,0.197594225407,0.155243724585,-0.0607501678169,-1.63288712502,-1.73376142979,-1.08576178551,0.445599526167,0.697349131107,0.836910426617,1.0,1.0,1.0,0.0637065693736,0.5981092453,3.01648736,0.0145798325539,0.0133663481101,0.0127936415374,0.00848008878529,0.004205965437,0.599169075489,0.124809063971,0.141956105828,0.380362659693,0.0609173774719,0.574415147305,0.585049510002,0.577547609806,0.850255966187,0.540000319481,0.0325551442802,0.9323797822,1.29998779297,1.13664829731,1.14205813408,1.05978047848,1.0383991003,1.08962464333,1.30444037914,1.27765917778,1.27335250378,1.2126969099,1.19836032391,1.12527191639,0.347874104977,0.511090755463,0.758567810059,0.626009523869,EP
file_6_onset_10,0.166198194027,0.00300733442418,0.0012427160982,0.00962812174112,0.0115880612284,0.00374975334853,0.0106019163504,0.0647448152304,0.0503824837506,0.0231864564121,0.0133808925748,0.00247714528814,0.0100547755137,0.0195721276104,0.0180531274527,0.0225980356336,0.0149934943765,0.0287673603743,0.110574766994,0.0165528915823,0.0134851336479,0.00967450533062,0.0384995155036,0.0416794866323,0.0900952517986,0.152009636164,0.0601765625179,0.157467141747,0.320471525192,0.368522703648,0.0264178700745,1.16196489334,0.803222060204,0.3188329041,0.0675659552217,-1.0740724802,-1.58600521088,-0.607466638088,-0.95187073946,0.399305909872,1.0,-2.54585671425,-1.80004560947,-1.80191481113,0.801918447018,0.689209103584,0.887939631939,1.0,1.0,1.0,0.173423424363,0.553008556366,5.19969034195,0.0255690179765,0.00470710732043,0.0235133543611,0.0273797176778,0.0209484305233,0.532030165195,0.19404424727,0.189414978027,0.452012389898,0.104434981942,0.576074302197,0.476188898087,0.639776945114,0.745708107948,0.563029766083,0.0360886976123,0.963410496712,1.28167438507,1.15460371971,1.07530236244,1.07655334473,1.01345562935,1.11521816254,1.28270637989,1.15340936184,1.25627470016,1.1566940546,1.13796448708,1.04877114296,0.449644654989,0.53226017952,0.763716220856,0.782350480556,EP
